Name,URL,Type,Location,Address,Cuisines,Cost_for_Two,Timings,Rating,Votes
"FreshMenu ",https://www.zomato.com/FreshMenuIndiranagar,,Indiranagar,"Shri Krishna Temple Road, Stage 1, Indiranagar, Bangalore","Asian, Continental, Mediterranean, Salad, American",₹600,"9AM to 11PM (Mon-Sun) ","3.7 ",772 votes
"Lincoln Gastro Co. ",https://www.zomato.com/bangalore/lincoln-gastro-co-new-bel-road,Casual Dining,New BEL Road,"68,1st Main Road, Bala Anjaneya Temple Road, RMV 2nd Stage, Opposite M.S.Ramaiah Hospital, New BEL Road, Bangalore","Asian, Continental",₹800,"12Noon to 11PM (Mon-Sun) ","4.1 ",134 votes
"Eden Park ",https://www.zomato.com/bangalore/eden-park-cunningham-road,Casual Dining,Cunningham Road,"21/1, Behind The Hindu, Cunningham Road, Bangalore","North Indian, Chinese, Andhra","₹1,100","11AM to 11PM (Mon-Sun) ","4.0 ",280 votes
"Peppermill Bistro ",https://www.zomato.com/bangalore/peppermill-bistro-new-bel-road,"Casual Dining,Café",New BEL Road,"19, Jaladarshini Layout, Above Reliance Digital, New BEL Road, Bangalore","Continental, European, Mediterranean, Cafe, Steak","₹1,000","8AM to 11PM (Mon-Sun) ","3.9 ",665 votes
"Biriyani Zone ",https://www.zomato.com/bangalore/biriyani-zone-3-whitefield,Casual Dining,Whitefield,"5/3, BEML Layout, Kundanahalli Gate, Whitefield, Bangalore","Biryani, North Indian",₹600,"10:30AM to 3:30PM, 6:30PM to 11PM (Mon-Sun) ","3.5 ",866 votes
"Mango Tree ",https://www.zomato.com/bangalore/mango-tree-jp-nagar,Casual Dining,JP Nagar,"99/4, Nataraja Layout, 7th Phase, JP Nagar, Bangalore","North Indian, Chinese","₹1,200","12Noon to 3PM, 7PM to 11PM (Mon-Sun) ","3.9 ",1185 votes
"Kairos ",https://www.zomato.com/bangalore/kairos-hsr,Café,HSR,"1113, 20th Cross, 14th Main, Sector 3, HSR, Bangalore","Cafe, Italian, European","₹1,000","6PM to 11PM (Mon),11:45AM to 11PM (Tue-Sun) ","NEW ",
"Ente Keralam ",https://www.zomato.com/bangalore/ente-keralam-ulsoor,Casual Dining,Ulsoor,"12/1, Ulsoor Road, Sivanchetti Gardens, Ulsoor, Bangalore","Kerala, Seafood","₹1,000","12Noon to 3PM, 7PM to 10:30PM (Mon-Sun) ","3.8 ",921 votes
"XO Belgian Waffle ",https://www.zomato.com/bangalore/xo-belgian-waffle-koramangala-5th-block,Dessert Parlor,Koramangala 5th Block,"105,1st A Cross, next lane from Jyothi Nivas Collage, Koramangala 5th Block, Bangalore",Desserts,₹250,"10AM to 1AM (Mon-Sun) ","4.5 ",286 votes
"Watson's ",https://www.zomato.com/bangalore/watsons-jp-nagar,"Pub,Bar",JP Nagar,"688, 2nd,Floor, 15th cross, 100ft Ring Road, Above Lathangi Ford Showroom, JP Nagar, Bangalore","Finger Food, Chinese, Continental","₹1,300","12Midnight to 1AM, 11:30AM to 12Midnight... ","3.7 ",787 votes
"Roll Over ",https://www.zomato.com/bangalore/roll-over-jp-nagar,Dessert Parlor,JP Nagar,"10, Ground Floor, 24th Main, Ayodhya Nagar, 5th Phase, JP Nagar, Bangalore","Beverages, Desserts, Ice Cream",₹350,"12Noon to 11:30PM (Mon-Thu),12Noon to 1AM (Fri-Sun) ","NEW ",
"The Flying Cup ",https://www.zomato.com/bangalore/the-flying-cup-sarjapur-road,Quick Bites,Sarjapur Road,"1, Survey Number 44, Ambalipura, Balaji Layout, Sarjapur Road, Bangalore","Beverages, Street Food",₹150,"8AM to 9PM (Mon-Sat),Closed (Sun) ","NEW ",
"Al-Bek ",https://www.zomato.com/bangalore/al-bek-jayanagar,Casual Dining,Jayanagar,"Opposite Jayadeva Hospital, 9th Block, Off Bannerghatta Road, Jayanagar, Bangalore","North Indian, Chinese, Biryani, Rolls",₹650,"1PM to 11PM (Mon-Sun) ","3.5 ",369 votes
"Rustic Stove ",https://www.zomato.com/rusticstove,Casual Dining,Jayanagar,"#13, 32nd cross, Jayanagar 7th block Bangalore 560082","North Indian, South Indian, Italian, Continental",₹900,"12Noon to 11PM (Mon-Sun) ","3.8 ",346 votes
"TATA CHA ",https://www.zomato.com/bangalore/tata-cha-indiranagar,"Beverage Shop,Café",Indiranagar,"2985, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore","Tea, Cafe, Healthy Food",₹400,"8AM to 11PM (Mon, Tue, Wed, Thu, Sun), 8AM to... ","3.5 ",354 votes
"Kittu's ",https://www.zomato.com/bangalore/kittus-electronic-city,Casual Dining,Electronic City,"103/2, Uniworld Commercial Complex, Neeladri Road, Phase 1, Electronic City, Bangalore",North Indian,₹750,"12Noon to 3:30PM, 7PM to 10:30PM (Mon-Sun) ","4.0 ",501 votes
"SGS Non Veg - Gundu Pulav ",https://www.zomato.com/bangalore/sgs-non-veg-gundu-pulav-city-market,Quick Bites,City Market,"21, Sowrastrapet, K V Temple Street , 2nd Cross, Near Chikpet Police Station, City Market, Bangalore","Biryani, South Indian",₹300,"Closed (Mon, Sat), 10AM to 2:30PM, 6PM to 9:30PM... ","4.0 ",80 votes
"Hae Kum Gang ",https://www.zomato.com/bangalore/hae-kum-gang-brigade-road,Casual Dining,Brigade Road,"20, Paul Castle, Castle Street, Ashoknagar, Brigade Road, Bangalore","Korean, Chinese, Japanese","₹1,500","11:30AM to 10:30PM (Mon-Sat),1:30PM to 10:30PM (Sun) ","4.3 ",969 votes
"Food Ras ",https://www.zomato.com/bangalore/food-ras-electronic-city,Casual Dining,Electronic City,"4th Floor, Ashrith Corner, Near Uniworld, Neeladri Road, Phase 1, Electronic City, Bangalore","Japanese, North Indian, Chinese, European, Seafood",₹900,"12Noon to 3:30PM, 7PM to 11PM (Mon-Sun) ","4.0 ",477 votes
"Lot Like Crepes ",https://www.zomato.com/bangalore/lot-like-crepes-koramangala-7th-block,"Café,Dessert Parlor",Koramangala 7th Block,"203, 1st Main, Koramangala 7th Block, Bangalore","Cafe, Desserts, Continental",₹550,"Closed (Mon),12Noon to 10:30PM (Tue-Fri),11AM to... ","4.7 ",814 votes
"30 Square ",https://www.zomato.com/bangalore/30-square-koramangala-5th-block,Quick Bites,Koramangala 5th Block,"124, First Floor, KHB colony, Koramangala 5th Block, Bangalore","Chinese, Nepalese, Tibetan",₹300,"11:30AM to 11PM (Mon-Thu),11:30AM to 1AM (Fri-Sun) ","NEW ",
"The Rice Bowl ",https://www.zomato.com/bangalore/the-rice-bowl-1-lavelle-road,Casual Dining,"Hotel Southern Star, Lavelle Road","40/2, Lavelle Road, Bangalore",Chinese,"₹1,300","12Noon to 3:30PM, 7PM to 11PM (Mon-Sun) ","3.9 ",258 votes
"Bamboo Hut ",https://www.zomato.com/bangalore/bamboo-hut-nagarbhavi,"Casual Dining,Café",Nagarbhavi,"5 First Floor, SPR Comforts, Jnanabharathi Main Road, Nagarbhavi Circle, Nagarbhavi, Bangalore","Chinese, Cafe, Fast Food",₹650,"10AM to 10PM (Mon-Sun) ","4.7 ",792 votes
"The Creek - The Den Bengaluru ",https://www.zomato.com/bangalore/the-creek-the-den-bengaluru-whitefield,Casual Dining,"The Den, Whitefield","ITPL Main Road, KIADB Export Promotion Industrial Area, Whitefield, Bangalore","North Indian, Continental, Chinese","₹2,000","24 Hours (Mon-Sun) ","3.8 ",67 votes
"Meenu Oota Da Maane ",https://www.zomato.com/bangalore/meenu-oota-da-maane-koramangala-5th-block,Casual Dining,Koramangala 5th Block,"First A Cross, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore","Seafood, Mangalorean, Chinese, Grill",₹500,"11AM to 11PM (Mon-Sun) ","3.8 ",76 votes
"OKI ",https://www.zomato.com/bangalore/oki-1-kammanahalli,Casual Dining,Kammanahalli,"403, Mariappa Road, Off Kammanahalli Main Road, Near Sena Vihar, Kammanahalli, Bangalore","Asian, European, Vietnamese, Thai","₹1,200","12:30PM to 10:30PM (Mon-Fri),12Noon to 11PM (Sat-Sun) ","4.4 ",202 votes
"Thalassery Restaurant ",https://www.zomato.com/bangalore/thalassery-restaurant-bellandur,Casual Dining,Bellandur,"Next To Bangalore Central Bellandur, Bellandur, Bangalore","North Indian, Chinese, Kerala, Rolls",₹600,"8AM to 11PM (Mon-Sun) ","2.8 ",418 votes
"Arogya Ahaara ",https://www.zomato.com/bangalore/arogya-ahaara-hsr,,HSR,"13, AB Square,14th Main, Sector 5, HSR, Bangalore",South Indian,₹300,"8AM to 9:30PM (Mon-Sun) ","4.0 ",83 votes
"Sunny Cafe & Kitchen ",https://www.zomato.com/bangalore/sunny-cafe-kitchen-hsr,"Café,Casual Dining",HSR,"Ground Floor, 780, 19th Main Road, Sector 1, HSR, Bangalore","Cafe, North Indian, Italian, Beverages, Desserts, Continental, Salad",₹700,"8:30AM to 12Midnight (Mon-Sun) ","3.5 ",222 votes
"The Egg Factory ",https://www.zomato.com/bangalore/the-egg-factory-st-marks-road,Casual Dining,St. Marks Road,"29, Ground Floor, Whitehouse, Opposite SBI Bank, St. Marks Road, Bangalore","Continental, American",₹650,"8AM to 11PM (Mon-Sun) ","3.9 ",1628 votes
"Grapevine ",https://www.zomato.com/bangalore/grapevine-hsr,Café,HSR,"1216, Ground Floor, 14th Main, 3rd Sector, HSR, Bangalore","Cafe, Continental, Italian, Beverages, Mediterranean","₹1,200","8AM to 11PM (Mon-Sun) ","4.0 ",473 votes
"Attic ",https://www.zomato.com/bangalore/attic-lavelle-road,Café,Lavelle Road,"4/1, Walton Road Circle, Lavelle Road, Bangalore","Cafe, Italian, Continental",₹850,"11AM to 11PM (Mon-Thu),11AM to 1AM (Fri-Sat),11AM to... ","3.7 ",362 votes
"Teburu ",https://www.zomato.com/bangalore/teburu-kalyan-nagar,Casual Dining,Kalyan Nagar,"229, Third Floor, 7th Main Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore","Asian, Chinese, Japanese, BBQ",₹800,"12Noon to 3PM, 7PM to 11PM (Mon-Sun) ","NEW ",
"Bazaar - Zone By The Park ",https://www.zomato.com/bangalore/bazaar-zone-by-the-park-electronic-city,Casual Dining," Zone By The Park, Electronic City","Zone by The Park, 26/A, Phase 1, Electronic City, Bangalore","Continental, South Indian, North Indian, Asian","₹1,100","24 Hours (Mon-Sun) ","3.6 ",112 votes
"Sriracha ",https://www.zomato.com/bangalore/sriracha-lavelle-road,Casual Dining,UB City,"204, 2nd Level, 4th Floor, Comet Block, UB City, Vittal Mallya Road, Lavelle Road, Bangalore","Thai, Chinese, Indonesian, Asian","₹1,500","11:30AM to 11:30PM (Mon, Tue, Wed, Thu, Sun)... ","3.8 ",482 votes
"Chai Point ",https://www.zomato.com/bangalore/chai-point-mg-road,"Beverage Shop,Quick Bites",MG Road,"Near Axis Bank, Trinity Metro Station, MG Road, Bangalore","Beverages, Fast Food",₹150,"6AM to 9PM (Mon-Sat),2PM to 9PM (Sun) ","3.6 ",188 votes
"Wok Paper Scissors ",https://www.zomato.com/bangalore/wok-paper-scissors-koramangala-5th-block,Casual Dining,Koramangala 5th Block,"50/1 Opposite Jyothi Niwas College, Koramangala 5th Block, Bangalore","Singaporean, Malaysian, Chinese, Indonesian, Vietnamese, Asian, Thai",₹250,"11AM to 11PM (Mon-Sun) ","4.1 ",621 votes
"Ember The Calabash ",https://www.zomato.com/bangalore/ember-the-calabash-1-new-bel-road,Café,New BEL Road,"22, 2nd Floor, MSR Nagar ITI Layout, New BEL Road, Bangalore","Cafe, Italian, Continental, Beverages",₹750,"10AM to 11PM (Mon-Thu),10AM to 12Midnight (Fri-Sun) ","4.1 ",445 votes
"Grilliez ",https://www.zomato.com/bangalore/grilliez-hsr,Quick Bites,HSR,"36 Reliable Residency, Harur Main Road, HSR, Bangalore","Arabian, Turkish, Fast Food, Burger",₹400,"12Noon to 11PM (Mon-Sun) ","4.1 ",263 votes
"Euki ",https://www.zomato.com/bangalore/euki-jayanagar,Casual Dining,Jayanagar,"1557, Divya Towers, 11th Main Road, 4th T Block, Jayanagar, Bangalore","Italian, Mexican",₹900,"12Noon to 11PM (Mon-Sun) ","3.9 ",418 votes
"Samarkand ",https://www.zomato.com/bangalore/samarkand-infantry-road,Casual Dining,Infantry Road,"Gem Plaza, Infantry Road, Bangalore","North Indian, Mughlai","₹1,600","12Noon to 3:30PM, 7PM to 11PM (Mon-Sun) ","3.8 ",1889 votes
"O.G. Variar & Sons ",https://www.zomato.com/bangalore/o-g-variar-sons-rajajinagar,Bakery,Rajajinagar,"12th Main, 2nd Block, Rajajinagar, Bangalore","Bakery, Desserts",₹200,"9AM to 9PM (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue) ","4.7 ",676 votes
"Skoolroom ",https://www.zomato.com/bangalore/skoolroom-ulsoor,Café,Ulsoor,"Salma Bizhouse, Unit GF - 2, Door 34/1-2, Meanee Avenue Tank Road, Sivanchetty Road, Sivanachetty Garden Post, Ulsoor, Bangalore","Cafe, Continental, Pizza, Italian, Asian",₹700,"12Noon to 11PM (Mon-Sun) ","4.1 ",279 votes
"Hungry Lee ",https://www.zomato.com/bangalore/hungry-lee-btm,Casual Dining,BTM,"Hermain Complex, 16th Main, Stage 2, BTM Layout, Bangalore, BTM, Bangalore","Chinese, Thai, Indonesian, Asian, Malaysian",₹400,"12Noon to 3:30PM, 6:30PM to 11PM (Mon-Fri),12Noon to... ","4.0 ",218 votes
"Gotcha ",https://www.zomato.com/bangalore/gotcha-jp-nagar,"Bar,Casual Dining",JP Nagar,"11-12/49, 2nd Floor, 14th Main, Puttenahalli Road, Kothnur Main Road, Beside Brigade Millenium, 7th Stage, JP Nagar, Bangalore","Finger Food, North Indian, Chinese","₹1,200","12Noon to 12Midnight (Mon-Thu),12Noon to 1AM (Fri-Sun) ","3.6 ",441 votes
"Airlines Hotel ",https://www.zomato.com/bangalore/airlines-hotel-lavelle-road,Quick Bites,Lavelle Road,"4, Madras Bank Road, Off Lavelle Road, Lavelle Road, Bangalore","South Indian, North Indian",₹400,"7AM to 10PM (Mon-Sun) ","3.7 ",724 votes
"Chin lung Resto Bar ",https://www.zomato.com/bangalore/chin-lung-resto-bar-residency-road,"Casual Dining,Bar",Residency Road,"30, Near Syndicate Bank, Residency Road, Bangalore","North Indian, Chinese, Fast Food",₹850,"10AM to 1AM (Mon-Sun) ","3.6 ",232 votes
"Dolci Desserts ",https://www.zomato.com/bangalore/dolci-desserts-cunningham-road,"Café,Dessert Parlor",Cunningham Road,"18/3, Ali Askar Road, Near Kingfisher Airlines Office, Cunningham Road, Bangalore","Cafe, Desserts",₹750,"10AM to 10PM (Mon, Tue, Wed, Sun), 10AM to 11PM... ","3.9 ",463 votes
"Basmati Restaurant ",https://www.zomato.com/bangalore/basmati-restaurant-bellandur,Casual Dining,Bellandur,"Opposite Passport Office, Near Sakra Hospital, Bellandur, Bangalore","North Indian, Chinese, Andhra, Biryani",₹800,"12Noon to 11:30PM (Mon-Sun) ","3.6 ",78 votes
"Eat Rite ",https://www.zomato.com/bangalore/eat-rite-kalyan-nagar,Café,Kalyan Nagar,"412, CMR Road, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore","Cafe, Continental, Mexican, Italian, Healthy Food",₹750,"11AM to 11PM (Mon-Sun) ","NEW ",
"Two Friends Cauldron ",https://www.zomato.com/bangalore/two-friends-cauldron-2-jp-nagar,Casual Dining,JP Nagar,"39, 15th Cross, Next to HDFC Bank, 4 th Phase, JP Nagar, Bangalore","Continental, Italian",₹700,"Closed (Mon),11AM to 11PM (Tue-Sun) ","3.6 ",183 votes
"Konark Vegetarian Restaurant ",https://www.zomato.com/bangalore/konark-vegetarian-restaurant-residency-road,Casual Dining,Residency Road,"50, Field Marshal Cariappa Road, Residency Road, Bangalore","North Indian, Chinese, Continental, South Indian, Street Food, Juices",₹500,"8AM to 10:30PM (Mon, Wed, Thu, Fri, Sat, Sun), 10AM... ","3.8 ",873 votes
"Candle Light Restaurant @ ROOFTOP ",https://www.zomato.com/bangalore/candle-light-restaurant-rooftop-jayanagar,Casual Dining,Jayanagar,"12, 28th 'C' Cross, Geetha Colony, Jayananagar 4th Block, Jayanagar, Bangalore","North Indian, South Indian, Chinese, Continental",₹900,"11:30AM to 4PM, 6:30PM to 10:30PM (Mon-Fri),11:30AM... ","3.4 ",39 votes
"Veena Stores ",https://www.zomato.com/bangalore/veena-stores-malleshwaram,Quick Bites,Malleshwaram,"187, 15th Cross, Margosa Road, Malleshwaram, Bangalore",South Indian,₹150,"6:30AM to 12Noon, 3:30PM to 9PM (Mon-Sat),6:30AM to... ","4.3 ",1682 votes
"Kasipu ",https://www.zomato.com/bangalore/kasipu-jalahalli,Casual Dining,Jalahalli,"Next to Sambram Roost, After Lakshmipura Cross, Hesarghatta Main Road, Vidayaranyapura Post, Jalahalli West, Bangalore","North Indian, Chinese",₹700,"11AM to 11PM (Mon-Sun) ","3.2 ",42 votes
"Indian Paratha Company ",https://www.zomato.com/indianparathcompany,"Quick Bites,Café",International Airport,"1/2, Guttahalli, Kasaba Hobli, Devanahalli, International Airport, Bangalore","North Indian, Cafe",₹500,"7AM to 11:30PM (Mon-Sun) ","3.6 ",1889 votes
"The Himalayan ",https://www.zomato.com/bangalore/the-himalayan-koramangala-5th-block,Casual Dining,Koramangala 5th Block,"8/1, 1st Floor, Jailaxmi Nivas, 1st Cross, Koramangala 5th Block, Bangalore",Korean,"₹1,200","12Noon to 11:30PM (Mon-Sun) ","4.4 ",161 votes
"Krazzy Folds ",https://www.zomato.com/bangalore/krazzy-folds-jayanagar,Casual Dining,Jayanagar,"12, 10th B Main, 31st Cross Road, 4th Block, Jayanagar, Bangalore","Italian, Mexican, Continental","₹1,000","Closed (Mon),12Noon to 10:30PM (Tue-Sun) ","4.1 ",1494 votes
"Moriz Restaurant ",https://www.zomato.com/bangalore/moriz-restaurant-1-marathahalli,Casual Dining,Marathahalli,"89/1, Service Road, Marathahalli, Bangalore","Seafood, Biryani, North Indian, Chinese, Arabian, Rolls",₹600,"11AM to 11:30PM (Mon-Sun) ","NEW ",
"Barbecued - By The Orchard ",https://www.zomato.com/bangalore/barbecued-by-the-orchard-sadashiv-nagar,Casual Dining,Sadashiv Nagar,"15, 3rd Floor, Sankey Main Road, Lower Palace Orchard, Above Indus Ind Bank, Sadashiv Nagar, Bangalore",North Indian,"₹1,200","12Noon to 3:30PM, 7PM to 11PM (Mon-Sun) ","4.1 ",261 votes
"Chai Galli ",https://www.zomato.com/bangalore/chai-galli-brookefield,Café,Brookefield,"125, Kundalahalli, Brookefield Main Road, CMR IT College, Brookefield, Bangalore","Cafe, Street Food",₹360,"11AM to 10:30PM (Mon),7:30AM to 10:30PM... ","3.9 ",544 votes
"Mani's Dum Biryani ",https://www.zomato.com/manisbelandur,Casual Dining,Bellandur,"13, 1st Floor, Above Amba Bajaj, Sarjapur Marthahalli Outer Ring Road, Bellandur, Bangalore",Biryani,₹750,"12Noon to 11:15PM (Mon-Sun) ","3.7 ",519 votes
"Sagar Hotel ",https://www.zomato.com/bangalore/sagar-hotel-rajajinagar,Casual Dining,Rajajinagar,"Dr Rajkumar Road, Opposite KLE College, Near Navrang Theatre, Rajajinagar, Bangalore","North Indian, Chinese, Street Food, Juices",₹400,"12Noon to 11PM (Mon-Sun) ","4.0 ",506 votes
"Purani Dilli By Anand Sweets ",https://www.zomato.com/bangalore/purani-dilli-by-anand-sweets-sarjapur-road,Casual Dining,Sarjapur Road,"Level 1, 14, Opposite Fire Station, Adjacent to Kaikondrahalli Lake, Sarjapur Road, Bangalore","North Indian, Continental, Street Food",₹400,"11:30AM to 10:30PM (Mon-Sun) ","3.8 ",106 votes
"Caffe Pascucci ",https://www.zomato.com/bangalore/caffe-pascucci-hsr,Café,HSR,"17/J, 18th Cross, Sector 3, HSR, Bangalore","Beverages, Cafe, Desserts, Pizza, Italian, Continental",₹950,"10AM to 11PM (Mon-Sun) ","3.9 ",469 votes
"Straight Up ",https://www.zomato.com/bangalore/straight-up-hennur,Pub,Hennur,"37, Hennur Bagalur Road, Kuvempu Layout, Kothanur, Hennur, Bangalore","Kerala, Continental, North Indian","₹1,000","12Noon to 12Midnight (Mon-Wed),11:30AM to 12Noon... ","3.8 ",158 votes
"Tiki Village ",https://www.zomato.com/bangalore/tiki-village-jalahalli,Café,Jalahalli,"10th Cross, Kempaiah Nagar, Huralichikanahalli, Hesaraghatta Main Road, Jalahalli, Bangalore",Cafe,₹600,"10AM to 11PM (Mon-Sun) ","2.5 ",80 votes
"Carnival de Goa ",https://www.zomato.com/bangalore/carnival-de-goa-ulsoor,Casual Dining,Ulsoor,"1st Floor, 8/6 Kensington Point, Ulsoor Road, Ulsoor, Bangalore","Goan, Mangalorean, Kerala","₹1,500","12Noon to 11PM (Mon-Sun) ","4.0 ",851 votes
"Dialogues ",https://www.zomato.com/bangalore/dialogues-koramangala-4th-block,Café,Koramangala 4th Block,"41, Near Ooty Chocolates, 100 Feet Road, Koramangala 4th Block, Bangalore",Cafe,₹600,"10AM to 11PM (Mon-Sun) ","3.9 ",226 votes
"Poppins The Food Station ",https://www.zomato.com/bangalore/poppins-the-food-station-nagarbhavi,"Café,Quick Bites",Nagarbhavi,"38, Arcade, 5th Main, Byraveshwar Nagar, Nagarbhavi, Bangalore","Cafe, Burger, Beverages",₹750,"12:30PM to 10:30PM (Mon-Sun) ","3.9 ",285 votes
"The Grill House ",https://www.zomato.com/bangalore/the-grill-house-ulsoor,Casual Dining,Ulsoor,"8/6, Kensington Point, Ulsoor Road, Ulsoor, Bangalore","American, Mexican, Italian, Steak","₹1,000","12Noon to 11PM (Mon-Sun) ","3.8 ",638 votes
"Vattika ",https://www.zomato.com/bangalore/vattika-mysore-road,Casual Dining,Mysore Road,"64, Near Wonderla Gate, Hanumantha Nagar, Mysore Road, Bangalore","South Indian, North Indian, Chinese, Maharashtrian",₹750,"7AM to 10:30PM (Mon-Sun) ","3.7 ",702 votes
"Keventers ",https://www.zomato.com/bangalore/keventers-indiranagar,Beverage Shop,Indiranagar,"949, Ground Floor, HAL 2nd Stage, 12th Main, 100 feet Road, Indiranagar, Bangalore",Beverages,₹400,"11AM to 11PM (Mon-Sun) ","3.8 ",497 votes
"The Vape ",https://www.zomato.com/bangalore/the-vape-hsr,Casual Dining,HSR,"4th Floor, 345/418, Cotton World Building, Near ICICI Bank, 27th Main Road, HSR, Bangalore","Asian, North Indian, Japanese, Oriental",₹800,"12Midnight to 1:30AM, 11:30AM to 12Midnight... ","3.8 ",213 votes
"Aaha Andhra ",https://www.zomato.com/bangalore/aaha-andhra-indiranagar,Casual Dining,Indiranagar,"3302/L ,HAL 2nd Stage, 12th 'A' Main, Doopanahalli, Indiranagar, Bangalore","Biryani, South Indian, North Indian, Andhra",₹500,"12Noon to 11PM (Mon-Sun) ","4.0 ",175 votes
"The Whitefield Arms Pub & Microbrewery ",https://www.zomato.com/bangalore/the-whitefield-arms-pub-microbrewery-whitefield-bangalore,"Casual Dining,Microbrewery","Waverly, Whitefield","The Waverly Hotels, Whitefield, Bangalore","British, Continental, BBQ","₹1,500","12Noon to 11:30PM (Mon, Tue, Wed, Thu, Sun), 12Noon... ","3.9 ",611 votes
"Dhaba Bytes ",https://www.zomato.com/bangalore/dhaba-bytes-hsr-bangalore,Casual Dining,HSR,"78 Ground Floor, Right Wing, 14th Cross Road, 11th Main Rd, Sector 6, HSR Layout, Bangalore",North Indian,₹650,"12:30PM to 10:30PM (Mon-Sun) ","NEW ",
"Chill-Um Cafe ",https://www.zomato.com/bangalore/chill-um-cafe-1-koramangala-6th-block,Café,Koramangala 6th Block,"636, Shri Y K Reddy Pavillion, 17th Main Road, 100ft Road, Koramangala 6th Block, Bangalore","Cafe, Chinese, Continental",₹600,"12Noon to 12Midnight (Mon-Sun) ","3.7 ",58 votes
"Cubbon Pavilion - ITC Gardenia ",https://www.zomato.com/bangalore/cubbon-pavilion-itc-gardenia-richmond-road,Fine Dining,ITC Gardenia,"ITC Gardenia, 1, Residency Road, Bangalore","European, Continental, Chinese, Thai","₹2,500","24 Hours (Mon-Sun) ","4.1 ",542 votes
"Carrots ",https://www.zomato.com/bangalore/carrots-koramangala-6th-block,Casual Dining,Koramangala 6th Block,"607, First Floor, 80 Feet Road, 6th Block, Koramangala 6th Block, Bangalore","Italian, North Indian, Healthy Food, Desserts","₹1,100","12:30PM to 3:30PM, 7PM to 10:30PM (Mon),Closed... ","3.8 ",510 votes
